"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","學生數","教師數","上學年度畢業生數","縣市名稱","體系別"
112,0013,國立中正大學,07151058,機械工程學系,D 日,B 學士,398,26,78,10 嘉義縣,1 一般
112,0013,國立中正大學,07151071,前瞻製造系統博士學位學程,D 日,D 博士,5,0,0,10 嘉義縣,1 一般
112,0013,國立中正大學,07151071,前瞻製造系統碩士學位學程,D 日,M 碩士,11,1,3,10 嘉義縣,1 一般
112,0013,國立中正大學,07199076,環境智能及智慧系統博士學位學程,D 日,D 博士,3,0,0,10 嘉義縣,1 一般
112,0013,國立中正大學,09231063,社會福利學系,D 日,D 博士,17,0,4,10 嘉義縣,1 一般
112,0013,國立中正大學,09231063,社會福利學系,D 日,M 碩士,57,0,14,10 嘉義縣,1 一般
112,0013,國立中正大學,09231063,社會福利學系,D 日,B 學士,203,14,43,10 嘉義縣,1 一般
112,0013,國立中正大學,10141064,運動競技學系運動與休閒教育碩士班,D 日,M 碩士,44,0,9,10 嘉義縣,1 一般
112,0013,國立中正大學,10141064,運動競技學系,D 日,B 學士,122,14,19,10 嘉義縣,1 一般
112,0013,國立中正大學,99999079,紫荊不分系學士學位學程,D 日,B 學士,57,3,0,10 嘉義縣,1 一般
112,0013,國立中正大學,99999Z01,通識及共同科目,D 日,,0,6,0,10 嘉義縣,1 一般
112,0013,國立中正大學,99999Z03,軍訓教官,D 日,,0,2,0,10 嘉義縣,1 一般
112,0013,國立中正大學,99999Z05,師資培育中心,D 日,,0,6,0,10 嘉義縣,1 一般
112,0013,國立中正大學,99999Z08,語言中心,D 日,,0,7,0,10 嘉義縣,1 一般
112,0014,國立高雄師範大學,01111001,教育學系,D 日,D 博士,79,0,12,50 高雄市,1 一般
112,0014,國立高雄師範大學,01111001,教育學系,D 日,M 碩士,89,0,5,50 高雄市,1 一般
112,0014,國立高雄師範大學,01111001,教育學系學校行政領導碩士班,N 職,M 碩士,143,0,28,50 高雄市,1 一般
112,0014,國立高雄師範大學,01111001,教育學系,D 日,B 學士,152,11,34,50 高雄市,1 一般
112,0014,國立高雄師範大學,01112009,成人教育研究所,D 日,D 博士,59,0,10,50 高雄市,1 一般
112,0014,國立高雄師範大學,01112009,成人教育研究所,D 日,M 碩士,56,9,8,50 高雄市,1 一般
112,0014,國立高雄師範大學,01112009,成人教育研究所組織發展與領導碩士在職專班(夜間班),N 職,M 碩士,64,0,26,50 高雄市,1 一般
112,0014,國立高雄師範大學,01113010,特殊教育學系特殊教育博士班,D 日,D 博士,27,0,2,50 高雄市,1 一般
112,0014,國立高雄師範大學,01113010,特殊教育學系特殊教育碩士班,D 日,M 碩士,99,0,14,50 高雄市,1 一般
112,0014,國立高雄師範大學,01113010,特殊教育學系特殊教育教學碩士班,N 職,M 碩士,11,0,5,50 高雄市,1 一般
112,0014,國立高雄師範大學,01113010,特殊教育學系,D 日,B 學士,163,12,38,50 高雄市,1 一般
112,0014,國立高雄師範大學,01114054,高階教育經營與行政管理馬來西亞境外碩士在職專班,N 職,M 碩士,26,0,20,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141003,工業科技教育學系,D 日,D 博士,40,0,2,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141003,工業科技教育學系,D 日,M 碩士,28,0,15,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141003,工業科技教育學系,N 職,M 碩士,132,0,33,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141003,工業科技教育學系,D 日,B 學士,154,11,41,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141005,體育學系,D 日,M 碩士,66,0,13,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141005,體育學系體育教學碩士班(夜間班),N 職,M 碩士,85,0,13,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141005,體育學系,D 日,B 學士,212,9,38,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141006,科學教育暨環境教育研究所科學教育博士班,D 日,D 博士,43,0,6,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141006,科學教育暨環境教育研究所,D 日,M 碩士,66,8,6,50 高雄市,1 一般
112,0014,國立高雄師範大學,01141006,科學教育暨環境教育研究所碩士在職現役軍人營區專班,N 職,M 碩士,13,0,12,50 高雄市,1 一般
112,0014,國立高雄師範大學,01199011,性別教育博士學位學程,D 日,D 博士,20,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,01199011,性別教育研究所,D 日,M 碩士,58,7,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,02112022,視覺設計學系,D 日,M 碩士,65,0,16,50 高雄市,1 一般
112,0014,國立高雄師範大學,02112022,視覺設計學系視覺設計碩士在職專班(夜間班),N 職,M 碩士,63,0,7,50 高雄市,1 一般
112,0014,國立高雄師範大學,02112022,視覺設計學系,D 日,B 學士,164,8,37,50 高雄市,1 一般
112,0014,國立高雄師範大學,02123024,工業設計學系,D 日,M 碩士,24,0,7,50 高雄市,1 一般
112,0014,國立高雄師範大學,02123024,工業設計學系,D 日,B 學士,137,9,32,50 高雄市,1 一般
112,0014,國立高雄師範大學,02125064,創新產業原住民碩士在職學位學程,N 職,M 碩士,12,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,02131012,美術學系,D 日,M 碩士,83,0,19,50 高雄市,1 一般
112,0014,國立高雄師範大學,02131012,美術學系,N 職,M 碩士,73,0,28,50 高雄市,1 一般
112,0014,國立高雄師範大學,02131012,美術學系,D 日,B 學士,178,8,34,50 高雄市,1 一般
112,0014,國立高雄師範大學,02141055,藝術產業學士原住民專班,D 日,B 學士,122,2,20,50 高雄市,1 一般
112,0014,國立高雄師範大學,02151013,音樂學系,D 日,M 碩士,49,0,17,50 高雄市,1 一般
112,0014,國立高雄師範大學,02151013,音樂學系,N 職,M 碩士,35,0,11,50 高雄市,1 一般
112,0014,國立高雄師範大學,02151013,音樂學系,D 日,B 學士,106,9,25,50 高雄市,1 一般
112,0014,國立高雄師範大學,02191014,跨領域藝術研究所,D 日,M 碩士,54,3,15,50 高雄市,1 一般
112,0014,國立高雄師範大學,02191014,跨領域藝術研究所跨藝實踐與永續環境碩士在職專班,N 職,M 碩士,6,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,02191047,表演藝術碩士學位學程,N 職,M 碩士,57,1,11,50 高雄市,1 一般
112,0014,國立高雄師範大學,02199025,文化創意設計碩士學位學程在職專班,N 職,M 碩士,51,2,22,50 高雄市,1 一般
112,0014,國立高雄師範大學,02299020,經學研究所,D 日,M 碩士,45,8,3,50 高雄市,1 一般
112,0014,國立高雄師範大學,02299020,經學研究所經學碩士在職專班,N 職,M 碩士,15,0,2,50 高雄市,1 一般
112,0014,國立高雄師範大學,02311021,英語學系,D 日,D 博士,25,0,1,50 高雄市,1 一般
112,0014,國立高雄師範大學,02311021,英語學系,D 日,M 碩士,76,0,6,50 高雄市,1 一般
112,0014,國立高雄師範大學,02311021,英語學系英語教學碩士班(暑期班),N 職,M 碩士,90,0,11,50 高雄市,1 一般
112,0014,國立高雄師範大學,02311021,英語學系,D 日,B 學士,329,10,83,50 高雄市,1 一般
112,0014,國立高雄師範大學,02313002,華語文教學博士學位學程,D 日,D 博士,9,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,02313002,華語文教學研究所,D 日,M 碩士,94,9,10,50 高雄市,1 一般
112,0014,國立高雄師範大學,02321015,臺灣歷史文化及語言研究所,D 日,M 碩士,64,7,6,50 高雄市,1 一般
112,0014,國立高雄師範大學,02321015,臺灣歷史文化及語言研究所臺灣研究碩士學位在職進修專班,N 職,M 碩士,39,0,2,50 高雄市,1 一般
112,0014,國立高雄師範大學,02321057,語言與文化學士原住民專班,D 日,B 學士,111,2,2,50 高雄市,1 一般
112,0014,國立高雄師範大學,02322019,國文學系,D 日,D 博士,45,0,7,50 高雄市,1 一般
112,0014,國立高雄師範大學,02322019,國文學系,D 日,M 碩士,66,0,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,02322019,國文學系書法碩士在職專班,N 職,M 碩士,171,0,26,50 高雄市,1 一般
112,0014,國立高雄師範大學,02322019,國文學系,D 日,B 學士,368,17,75,50 高雄市,1 一般
112,0014,國立高雄師範大學,03131026,諮商心理與復健諮商研究所諮商心理博士班,D 日,D 博士,34,0,4,50 高雄市,1 一般
112,0014,國立高雄師範大學,03131026,諮商心理與復健諮商研究所,D 日,M 碩士,135,7,20,50 高雄市,1 一般
112,0014,國立高雄師範大學,03142030,地理學系,D 日,D 博士,29,0,3,50 高雄市,1 一般
112,0014,國立高雄師範大學,03142030,地理學系,D 日,M 碩士,18,0,5,50 高雄市,1 一般
112,0014,國立高雄師範大學,03142030,地理學系地理教學碩士班(暑週班),N 職,M 碩士,18,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,03142030,地理學系,D 日,B 學士,168,10,33,50 高雄市,1 一般
112,0014,國立高雄師範大學,03143031,客家文化研究所,D 日,M 碩士,25,5,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,03143052,東南亞學碩士在職學位學程,N 職,M 碩士,52,0,17,50 高雄市,1 一般
112,0014,國立高雄師範大學,04131032,事業經營學系,D 日,M 碩士,27,0,11,50 高雄市,1 一般
112,0014,國立高雄師範大學,04131032,事業經營學系,N 職,M 碩士,62,0,27,50 高雄市,1 一般
112,0014,國立高雄師範大學,04131032,事業經營學系,D 日,B 學士,137,9,35,50 高雄市,1 一般
112,0014,國立高雄師範大學,04131058,創新領導與管理現役軍人營區碩士在職專班,N 職,M 碩士,2,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,04131061,環境與創意產業碩士在職學位學程,N 職,M 碩士,29,0,6,50 高雄市,1 一般
112,0014,國立高雄師範大學,04199033,人力與知識管理研究所,D 日,M 碩士,38,7,16,50 高雄市,1 一般
112,0014,國立高雄師範大學,04199033,人力與知識管理研究所人力與知識管理碩士在職專班(夜間班),N 職,M 碩士,71,0,22,50 高雄市,1 一般
112,0014,國立高雄師範大學,05121034,生物科技系,D 日,M 碩士,51,0,8,50 高雄市,1 一般
112,0014,國立高雄師範大學,05121034,生物科技系,D 日,B 學士,158,9,38,50 高雄市,1 一般
112,0014,國立高雄師範大學,05311036,化學系,D 日,M 碩士,21,0,4,50 高雄市,1 一般
112,0014,國立高雄師範大學,05311036,化學系,N 職,M 碩士,1,0,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,05311036,化學系,D 日,B 學士,162,9,29,50 高雄市,1 一般
112,0014,國立高雄師範大學,05331037,物理學系,D 日,D 博士,12,0,1,50 高雄市,1 一般
112,0014,國立高雄師範大學,05331037,物理學系,D 日,M 碩士,18,0,3,50 高雄市,1 一般
112,0014,國立高雄師範大學,05331037,物理學系,N 職,M 碩士,1,0,1,50 高雄市,1 一般
112,0014,國立高雄師範大學,05331037,物理學系,D 日,B 學士,159,10,33,50 高雄市,1 一般
112,0014,國立高雄師範大學,05411038,數學系,D 日,M 碩士,39,0,16,50 高雄市,1 一般
112,0014,國立高雄師範大學,05411038,數學系數學教學碩士班(暑期班),N 職,M 碩士,40,0,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,05411038,數學系,D 日,B 學士,327,10,59,50 高雄市,1 一般
112,0014,國立高雄師範大學,06132039,軟體工程與管理學系,D 日,M 碩士,51,0,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,06132039,軟體工程與管理學系資訊科技碩士在職專班,N 職,M 碩士,58,0,5,50 高雄市,1 一般
112,0014,國立高雄師範大學,06132039,軟體工程與管理學系,D 日,B 學士,140,8,28,50 高雄市,1 一般
112,0014,國立高雄師範大學,07141041,電子工程學系,D 日,M 碩士,33,0,8,50 高雄市,1 一般
112,0014,國立高雄師範大學,07141041,電子工程學系,D 日,B 學士,192,9,38,50 高雄市,1 一般
112,0014,國立高雄師範大學,07141044,工程國際碩士學位學程,D 日,M 碩士,9,2,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,07141060,電機工程學系,D 日,M 碩士,19,0,8,50 高雄市,1 一般
112,0014,國立高雄師範大學,07141060,電機工程學系,D 日,B 學士,199,9,35,50 高雄市,1 一般
112,0014,國立高雄師範大學,10141056,運動競技與產業學士原住民專班,D 日,B 學士,150,2,9,50 高雄市,1 一般
112,0014,國立高雄師範大學,99999Z01,通識及共同科目,D 日,,0,2,0,50 高雄市,1 一般
112,0014,國立高雄師範大學,99999Z05,師資培育中心,D 日,,0,1,0,50 高雄市,1 一般
112,0015,國立彰化師範大學,01111002,教育研究所,D 日,D 博士,33,0,3,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01111002,教育研究所,D 日,M 碩士,61,7,11,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01111002,教育研究所教育學回流碩士在職專班,N 職,M 碩士,124,0,21,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01113012,特殊教育學系,D 日,D 博士,25,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01113012,特殊教育學系,D 日,M 碩士,47,0,11,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01113012,特殊教育學系特教教學碩士學位班,N 職,M 碩士,81,0,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01113012,特殊教育學系,D 日,B 學士,291,13,66,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01118007,工業教育與技術學系,N 職,M 碩士,117,0,39,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01131004,科學教育研究所,D 日,D 博士,25,0,5,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01131004,科學教育研究所,D 日,M 碩士,25,7,5,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01131004,科學教育研究所數理創意教學及科普推廣碩士在職專班,N 職,M 碩士,21,0,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,D 日,M 碩士,39,0,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01131006,公共事務與公民教育學系,D 日,B 學士,141,7,33,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01141011,運動學系應用運動科學碩士班,D 日,M 碩士,36,0,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01141011,運動學系運動與健康休閒碩士在職專班,N 職,M 碩士,52,0,7,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01141011,運動學系,D 日,B 學士,227,11,66,07 彰化縣,1 一般
112,0015,國立彰化師範大學,01199Y03,教育學院,D 日,,0,2,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02131017,美術學系,D 日,M 碩士,64,0,12,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02131017,美術學系藝術教育學馬來西亞境外教師碩士在職專班,N 職,M 碩士,0,0,1,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02131017,美術學系,D 日,B 學士,183,11,28,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02221023,歷史學研究所,D 日,M 碩士,23,5,1,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02311020,英語學系,D 日,D 博士,14,0,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02311020,英語學系,D 日,M 碩士,38,0,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02311020,英語學系應用英語碩士在職專班,N 職,M 碩士,69,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02311020,英語學系,D 日,B 學士,232,14,52,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02311021,兒童英語研究所,D 日,M 碩士,36,5,8,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02312022,翻譯研究所,D 日,M 碩士,52,5,10,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02321018,台灣文學研究所,D 日,M 碩士,28,5,2,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02322019,國文學系,D 日,D 博士,24,0,2,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02322019,國文學系,D 日,M 碩士,35,0,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02322019,國文學系國語文教學碩士在職專班,N 職,M 碩士,56,0,5,07 彰化縣,1 一般
112,0015,國立彰化師範大學,02322019,國文學系,D 日,B 學士,342,16,87,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03131025,輔導與諮商學系,D 日,D 博士,43,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03131025,輔導與諮商學系,D 日,M 碩士,180,0,30,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03131025,輔導與諮商學系輔導活動教學碩士學位班,N 職,M 碩士,163,0,20,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03131025,輔導與諮商學系,D 日,B 學士,339,22,69,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03131055,復健諮商研究所,D 日,M 碩士,55,3,8,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03142027,地理學系地理暨環境資源博士班,D 日,D 博士,10,0,1,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03142027,地理學系,D 日,M 碩士,29,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,03142027,地理學系,D 日,B 學士,182,10,42,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04111028,會計學系,D 日,M 碩士,83,0,47,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04111028,會計學系企業高階管理碩士在職專班,N 職,M 碩士,117,0,55,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04111028,會計學系,D 日,B 學士,332,16,80,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04121031,財務金融技術學系,D 日,D 博士,78,0,9,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04121031,財務金融技術學系,D 日,M 碩士,55,0,26,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04121031,財務金融技術學系,D 日,B 學士,148,12,36,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131029,企業管理學系,D 日,M 碩士,87,0,40,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131029,企業管理學系國際企業經營管理碩士在職專班,N 職,M 碩士,120,0,47,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131029,企業管理學系,D 日,B 學士,199,11,53,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131031,財務金融技術學系行政管理碩士在職專班,N 職,M 碩士,108,0,37,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131033,人力資源管理研究所,D 日,D 博士,27,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131033,人力資源管理研究所,D 日,M 碩士,81,8,20,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131033,人力資源管理研究所,N 職,M 碩士,86,0,19,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04131046,光電科技研究所科技應用與管理碩士在職專班,N 職,M 碩士,56,0,15,07 彰化縣,1 一般
112,0015,國立彰化師範大學,04134006,公共事務與公民教育學系公共事務與公民教育碩士在職專班,N 職,M 碩士,38,0,15,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05111034,生物學系,D 日,M 碩士,45,0,23,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05111034,生物學系,D 日,B 學士,175,15,40,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05121064,材料與生物科技暨科教國際碩士學位學程,D 日,M 碩士,5,2,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05311035,化學系,D 日,M 碩士,43,0,13,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05311035,化學系,D 日,B 學士,209,9,49,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05331037,物理學系,D 日,D 博士,17,0,3,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05331037,物理學系,D 日,M 碩士,30,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05331037,物理學系,D 日,B 學士,334,19,65,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05411038,數學系,D 日,D 博士,8,0,2,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05411038,數學系,D 日,M 碩士,23,0,3,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05411038,數學系,D 日,B 學士,310,19,77,07 彰化縣,1 一般
112,0015,國立彰化師範大學,05421039,統計資訊研究所,D 日,M 碩士,19,5,8,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131040,資訊管理學系,D 日,M 碩士,90,0,31,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131040,資訊管理學系創新與管理碩士在職專班,N 職,M 碩士,47,0,15,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131040,資訊管理學系,D 日,B 學士,215,10,54,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131050,資訊工程學系,D 日,M 碩士,67,0,15,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131050,資訊工程學系人工智慧應用服務碩士在職專班,N 職,M 碩士,12,0,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131050,資訊工程學系,D 日,B 學士,222,12,46,07 彰化縣,1 一般
112,0015,國立彰化師範大學,06131063,人工智慧科技應用碩士學位學程,D 日,M 碩士,7,2,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141042,電機工程學系,D 日,D 博士,16,0,4,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141042,電機工程學系,D 日,M 碩士,53,0,15,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141042,電機工程學系,N 職,M 碩士,42,0,19,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141042,電機工程學系,D 日,B 學士,195,10,49,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141043,電子工程學系,D 日,M 碩士,52,0,13,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141043,電子工程學系,D 日,B 學士,207,13,41,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141046,光電科技研究所,D 日,D 博士,17,0,3,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141046,光電科技研究所,D 日,M 碩士,22,7,11,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141054,機電工程學系,D 日,D 博士,18,0,3,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141054,機電工程學系,D 日,M 碩士,54,0,21,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141054,機電工程學系,N 職,M 碩士,62,0,20,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141054,機電工程學系,D 日,B 學士,199,12,49,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07141062,工學院國際工程碩士學位學程,D 日,M 碩士,12,2,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07161053,車輛科技研究所,D 日,M 碩士,27,5,13,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07199007,工業教育與技術學系,D 日,D 博士,120,0,16,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07199007,工業教育與技術學系,D 日,M 碩士,89,0,43,07 彰化縣,1 一般
112,0015,國立彰化師範大學,07199007,工業教育與技術學系,D 日,B 學士,334,20,63,07 彰化縣,1 一般
112,0015,國立彰化師範大學,09211065,高齡健康促進與照護管理原住民專班,D 日,B 學士,28,0,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,10152058,運動健康研究所,D 日,M 碩士,29,5,6,07 彰化縣,1 一般
112,0015,國立彰化師範大學,99999Z01,通識及共同科目,D 日,,0,1,0,07 彰化縣,1 一般
112,0015,國立彰化師範大學,99999Z05,師資培育中心,D 日,,0,6,0,07 彰化縣,1 一般
112,0017,國立臺北大學,02221005,歷史學系,D 日,M 碩士,33,0,1,01 新北市,1 一般
112,0017,國立臺北大學,02221005,歷史學系,D 日,B 學士,185,15,40,01 新北市,1 一般
112,0017,國立臺北大學,02299008,民俗藝術與文化資產研究所,D 日,M 碩士,29,4,7,01 新北市,1 一般
112,0017,國立臺北大學,02311004,應用外語學系,D 日,B 學士,230,12,56,01 新北市,1 一般
112,0017,國立臺北大學,02313046,創新華語文教學學士學位學程,D 日,B 學士,5,2,0,01 新北市,1 一般
112,0017,國立臺北大學,02322002,中國文學系,D 日,M 碩士,28,0,10,01 新北市,1 一般
112,0017,國立臺北大學,02322002,中國文學系,D 日,B 學士,201,15,34,01 新北市,1 一般
112,0017,國立臺北大學,03111009,經濟學系,D 日,D 博士,2,0,0,01 新北市,1 一般
112,0017,國立臺北大學,03111009,經濟學系,D 日,M 碩士,66,0,23,01 新北市,1 一般
112,0017,國立臺北大學,03111009,經濟學系,D 日,B 學士,509,31,104,01 新北市,1 一般
112,0017,國立臺北大學,03111009,經濟學系,P 進,B 學士,156,0,34,01 新北市,1 一般
112,0017,國立臺北大學,03141011,社會學系,D 日,M 碩士,33,0,13,01 新北市,1 一般
112,0017,國立臺北大學,03141011,社會學系,N 職,M 碩士,69,0,16,01 新北市,1 一般
112,0017,國立臺北大學,03141011,社會學系,D 日,B 學士,213,15,40,01 新北市,1 一般
112,0017,國立臺北大學,03199016,犯罪學研究所,D 日,M 碩士,44,5,6,01 新北市,1 一般
112,0017,國立臺北大學,03199016,犯罪學研究所,N 職,M 碩士,70,0,10,01 新北市,1 一般
112,0017,國立臺北大學,04111017,會計學系,D 日,D 博士,12,0,0,01 新北市,1 一般
112,0017,國立臺北大學,04111017,會計學系,D 日,M 碩士,34,0,18,01 新北市,1 一般
112,0017,國立臺北大學,04111017,會計學系,N 職,M 碩士,43,0,19,01 新北市,1 一般
112,0017,國立臺北大學,04111017,會計學系,D 日,B 學士,538,19,122,01 新北市,1 一般
112,0017,國立臺北大學,04121020,財務金融英語碩士學位學程,D 日,M 碩士,41,2,11,01 新北市,1 一般
112,0017,國立臺北大學,04121021,商學院國際財務金融碩士在職專班,N 職,M 碩士,88,2,35,01 新北市,1 一般
112,0017,國立臺北大學,04121022,金融與合作經營學系,D 日,M 碩士,32,0,15,01 新北市,1 一般
112,0017,國立臺北大學,04121022,金融與合作經營學系,D 日,B 學士,270,12,77,01 新北市,1 一般
112,0017,國立臺北大學,04121022,金融與合作經營學系,P 進,B 學士,188,0,31,01 新北市,1 一般
112,0017,國立臺北大學,04122023,財政學系,D 日,M 碩士,29,0,12,01 新北市,1 一般
112,0017,國立臺北大學,04122023,財政學系,D 日,B 學士,286,16,74,01 新北市,1 一般
112,0017,國立臺北大學,04122023,財政學系,P 進,B 學士,175,0,39,01 新北市,1 一般
112,0017,國立臺北大學,04131018,企業管理學系,D 日,D 博士,77,0,6,01 新北市,1 一般
112,0017,國立臺北大學,04131018,企業管理學系,D 日,M 碩士,221,0,95,01 新北市,1 一般
112,0017,國立臺北大學,04131018,企業管理學系,N 職,M 碩士,166,0,70,01 新北市,1 一般
112,0017,國立臺北大學,04131018,企業管理學系,D 日,B 學士,519,34,122,01 新北市,1 一般
112,0017,國立臺北大學,04131018,企業管理學系,P 進,B 學士,303,0,70,01 新北市,1 一般
112,0017,國立臺北大學,04131019,國際企業研究所,D 日,M 碩士,27,5,12,01 新北市,1 一般
112,0017,國立臺北大學,04131045,智慧永續發展與管理英語學士學位學程,D 日,B 學士,10,2,0,01 新北市,1 一般
112,0017,國立臺北大學,04134013,公共行政暨政策學系,D 日,D 博士,12,0,0,01 新北市,1 一般
112,0017,國立臺北大學,04134013,公共行政暨政策學系,D 日,M 碩士,129,0,16,01 新北市,1 一般
112,0017,國立臺北大學,04134013,公共行政暨政策學系,N 職,M 碩士,108,0,17,01 新北市,1 一般
112,0017,國立臺北大學,04134013,公共行政暨政策學系,D 日,B 學士,476,25,100,01 新北市,1 一般
112,0017,國立臺北大學,04134013,公共行政暨政策學系,P 進,B 學士,288,0,70,01 新北市,1 一般
112,0017,國立臺北大學,04134024,不動產與城鄉環境學系,D 日,D 博士,17,0,1,01 新北市,1 一般
112,0017,國立臺北大學,04134024,不動產與城鄉環境學系,D 日,M 碩士,49,0,16,01 新北市,1 一般
112,0017,國立臺北大學,04134024,不動產與城鄉環境學系,D 日,B 學士,472,22,122,01 新北市,1 一般
